     MaNGAID     objRA    objDec    g_ps1    r_ps1    i_ps1    z_ps1 gerr_ps1 rerr_ps1 ierr_ps1 zerr_ps1
 3-140807119 251.05389  -1.82080   16.317   14.968   14.098   13.753    0.015    0.015    0.017    0.045
 3-140807609 250.80725  -1.41764   16.991   16.883   16.906   16.922    0.008    0.002    0.003    0.004
 3-140822911 225.58245  20.40613   16.166   15.364   14.988   14.820    0.012    0.016    0.005    0.007
 3-140831339 164.98283  47.89781   16.524   16.595   16.701   16.780    0.004    0.002    0.003    0.005
 3-140836703 137.87752  23.40293   15.718   15.353   15.211   15.168    0.004    0.003    0.006    0.005
 3-141027634 252.51708  -2.70255   17.456   17.445   17.552   17.562    0.002    0.004    0.002    0.004
 3-141031554 250.89704  -1.14150   17.442   17.561   17.743   17.856    0.005    0.008    0.004    0.004
 3-141039527 241.56187   6.60267   15.627   15.300   15.218   15.136    0.097    0.043    0.033    0.042
 3-141039694 241.62293   6.78785   16.038   15.729   15.611   15.578    0.004    0.004    0.002    0.004
 3-141039745 241.33066   6.81579   15.470   14.939   14.691   14.580    0.007    0.005    0.003    0.001
 3-141040038 240.79223   7.24733   14.732   14.289   14.120   14.038    0.003    0.003    0.003    0.003
 3-141046305 225.94432  20.50846   15.149   14.486   14.237   14.122    0.004    0.004    0.006    0.002
 3-141046592 224.96933  21.40758   15.838   15.363   15.212   15.128    0.004    0.003    0.002    0.004
 3-141054720 165.98819  48.73437   16.950   15.767   14.554   14.022    0.004    0.003    0.003    0.006
 3-141054807 165.39809  48.47381   17.352   16.688   16.426   16.317    0.010    0.010    0.003    0.005
 3-141054836 164.52624  47.93899   15.148   14.355   13.968   13.796    0.015    0.007    0.003    0.002
 3-141054894 164.29430  47.66764   16.259   15.965   15.876   15.858    0.011    0.002    0.001    0.002
 3-141054895 164.29804  47.84103   16.362   16.160   16.100   16.122    0.006    0.004    0.002    0.006
 3-141244354 251.89434  -1.79883   15.622   15.659   15.775   15.822    0.006    0.006    0.006    0.005
 3-141244370 251.79115  -1.76064   15.939   16.008   16.182   16.252    0.003    0.004    0.005    0.005
 3-141260761 224.55261  21.79067   15.710   15.354   15.248   15.215    0.004    0.003    0.003    0.007
 3-141260873 224.22101  22.27572   16.373   16.475   16.616   16.702    0.003    0.003    0.002    0.006
 3-141260989 224.09573  22.51799   16.233   15.738   15.511   15.410    0.003    0.006    0.005    0.002
 3-141269006 164.48783  48.23071   17.369   16.981   16.839   16.798    0.007    0.004    0.004    0.004
 3-141269045 164.23119  47.88283   15.401   14.903   14.733   14.673    0.002    0.001    0.003    0.003
 3-141290990 115.00087   4.17113   15.595   15.312   15.257   15.258    0.007    0.002    0.002    0.003
 3-141293169 113.93213   3.15440   14.919   14.487   14.411   14.386  999.000    0.002    0.017    0.004
 3-141452340 252.37446  -1.91766   16.420   15.158   13.610   12.855    0.004    0.009  999.000    0.004
 3-141462029 241.50555   7.25097   15.905   15.372   15.224   15.154    0.007    0.009    0.009    0.009
 3-141468530 226.22085  20.77009   16.511   15.304   14.426   14.049    0.005    0.003    0.002    0.005
 3-141468534 226.20446  20.73223   15.721   15.047   14.835   14.775    0.004    0.002    0.006    0.005
 3-141468575 226.06858  20.98839   15.612   14.928   14.668   14.557    0.001    0.004    0.003    0.005
 3-141468703 225.62169  21.18147   16.268   15.445   15.089   14.911    0.006    0.003    0.008    0.004
 3-141468886 225.13456  21.84232   15.485   14.315   13.737   13.474    0.004    0.007    0.003    0.004
 3-141468903 225.00904  21.87474   15.649   14.910   14.614   14.479    0.003    0.002    0.005    0.002
 3-141468914 224.95234  21.79083   15.720   15.321   15.179   15.120    0.004    0.007    0.006    0.004
 3-141469101 224.31049  22.61855   16.337   16.554   16.762   16.892    0.006    0.007  999.000    0.006
 3-141476990 165.11821  48.83422   16.360   16.049   15.929   15.910    0.005    0.004    0.002    0.006
 3-141476998 164.90328  48.62494   17.902   17.528   17.368   17.348    0.006    0.018    0.002    0.003
 3-141477038 164.35389  48.27851   16.444   16.334   16.339   16.408    0.004    0.007    0.005    0.004
 3-141499875 114.57340   3.87273   16.474   15.286   13.979   13.375    0.003    0.004    0.005    0.002
 3-141500199 114.20220   3.82076   14.586   13.676 -999.000   13.067    0.003  999.000  999.000    0.008
 3-141501211 113.71331   3.19626   14.967   14.115   13.829   13.703    0.006    0.006    0.002    0.002
 3-141669930 226.53200  20.93901   15.125   14.606   14.443   14.392    0.004    0.005    0.003    0.004
 3-141669941 226.35013  21.02840   15.509   14.510   14.114   13.914    0.008    0.005    0.002    0.002
 3-141670140 225.71019  21.67016   15.195   14.727   14.584   14.514    0.007    0.002    0.002    0.004
 3-141670427 224.54268  22.51134   14.791   14.077   13.834   13.727    0.002    0.002    0.008    0.003
 3-141678474 164.91194  48.85492   15.822   15.395   15.233   15.192    0.004    0.003    0.003    0.004
 3-141678545 164.78036  48.69230   16.233   16.004   15.910   15.916    0.004    0.004    0.003    0.008
 3-141678613 163.76292  48.24971   16.980   15.791   14.687   14.200    0.003    0.003    0.003    0.008
 3-141700055 115.29270   4.82829   16.993   15.824   14.627   14.078    0.004    0.003    0.005    0.003
 3-141702967 113.77263   3.66597   16.581   16.200   16.066   16.032    0.006    0.006    0.011    0.003
 3-141709151 111.03169   1.37804   14.736   14.202   14.269   14.290    0.091    0.034    0.073    0.022
 3-141867851 226.24058  21.28097   14.990   14.472   14.246   14.143    0.003    0.005    0.004    0.003
 3-141868006 225.77161  21.88787   15.292   15.329   15.208   15.059    0.040    0.075    0.016    0.122
 3-141868115 225.09051  22.27103   15.017   14.384   14.120   14.017    0.008    0.016    0.005    0.011
 3-141868122 225.17791  22.44842   15.997   15.568   15.439   15.397    0.005    0.005    0.003    0.009
 3-141868147 225.16054  22.48564   16.016   15.630   15.485   15.438    0.003    0.005    0.003    0.006
 3-141868194 224.92112  22.73392   15.541   14.428   13.917   13.680    0.004    0.006    0.003    0.002
 3-141868311 224.56320  22.95872   16.442   15.843   15.596   15.485    0.006    0.005    0.003    0.003
 3-141876228 165.45839  49.45471   15.136   14.581   14.318   14.213    0.011    0.005    0.002    0.009
 3-141876391 163.80413  48.46015   16.118   15.859   15.821   15.839    0.012    0.008    0.004    0.005
 3-141898669 114.60612   4.56926   14.542   14.271   14.212   14.198    0.018    0.005  999.000    0.003
 3-141905283 111.51476   1.87057   14.785   14.725   14.796   14.847    0.001    0.004    0.004    0.004
 3-142047949 252.29291  -0.84895   15.886   16.205   16.494   16.725    0.004    0.003    0.006    0.005
 3-142063714 226.69474  21.24997   16.612   16.107   15.930   15.873    0.005    0.007    0.005    0.006
 3-142063900 226.05624  21.92076   15.843   15.421   15.277   15.200    0.004    0.001    0.004    0.002
 3-142072222 164.83859  49.19565   16.323   15.693   15.429   15.311    0.005    0.005    0.002    0.004
 3-142072254 164.53768  49.06776   15.286   15.057   15.010   15.024    0.011    0.006    0.002    0.006
 3-142072281 164.34667  48.99340   14.677   14.142   13.902   13.813    0.038    0.040    0.021    0.039
 3-142072393 163.21868  48.33708   15.517   15.253   15.164   15.156    0.005    0.003    0.003    0.003
 3-142093590 115.07298   5.38677   14.877   13.954   13.629   13.434    0.005    0.003  999.000  999.000
 3-142093892 114.93870   5.18237   15.506   14.950   14.775   14.695    0.008    0.014    0.008    0.005
 3-142094483 114.87668   5.13803   15.155   14.588   14.381   14.317    0.007    0.004    0.006    0.004
 3-14221643  292.31467  37.07372   15.867   14.836   14.427   14.178    0.001    0.004    0.012    0.003
 3-142238069 252.49432  -0.69904   16.385   16.349   16.421   16.422    0.007    0.002    0.005    0.005
 3-14224086  292.89970  37.65927   14.366   13.875 -999.000   13.642    0.008    0.003  999.000    0.004
 3-142254256 225.73684  22.60147   14.650   13.703 -999.000   13.413    0.009  999.000  999.000  999.000
 3-142254266 225.44770  22.74325   14.744   14.366   14.219   14.183    0.007    0.003    0.004    0.003
 3-142254372 225.26027  22.93235   15.137   14.608   14.354   14.243    0.003    0.003    0.002    0.002
 3-142262411 163.80818  48.96309   16.285   16.006   15.910   15.907    0.003    0.003    0.002    0.006
 3-142286914 113.32460   4.04138   17.711   16.498   15.632   15.237    0.006    0.003    0.007    0.005
 3-142287636 112.99700   3.74951   16.534   15.899   15.667   15.533    0.002    0.004    0.004    0.002
 3-142294532 109.98257   1.31650   14.651   14.715   14.859   14.948    0.006  999.000    0.004    0.003
 3-142437299 226.39051  22.12485   15.356   14.918   14.761   14.714    0.005    0.004    0.003    0.003
 3-142437502 225.73704  22.80134   14.779   14.050   13.741   13.582    0.004    0.005    0.008    0.007
 3-142445623 164.70587  49.74851   17.077   16.825   16.776   16.791    0.008    0.005    0.002    0.006
 3-142445684 164.26211  49.40577   17.802   16.863   16.503   16.355    0.004    0.003    0.003    0.006
 3-142445755 163.58408  48.95203   16.375   15.937   15.789   15.763    0.005    0.002    0.004    0.006
 3-142469206 113.74401   4.86041   15.364   14.732   14.457   14.326    0.004    0.004    0.001    0.002
 3-142469622 113.50840   4.46595   15.400   15.121   15.072   15.072    0.003    0.004    0.003    0.002
 3-142614603 226.78147  22.30177   14.672   14.223   14.093   13.965    0.003    0.005    0.015    0.005
 3-142614667 226.48326  22.34770   15.175   14.561   14.320   14.221    0.002    0.003    0.005    0.003
 3-142614931 225.60700  23.16555   15.391   14.348   13.930   13.743    0.003    0.002    0.003    0.004
 3-142623277 163.16664  48.93292   16.497   16.176   16.071   16.042    0.008    0.002    0.003    0.005
 3-142648110 112.74821   4.12004   15.883   15.241   14.995   14.881    0.004    0.005    0.003    0.005
 3-142652831 110.71703   2.44493   16.174   15.739   15.605   15.551    0.002    0.004    0.004    0.003
 3-142786434 225.90888  23.22786   15.246   14.458   14.166   14.059    0.003    0.004    0.005    0.041
 3-142818110 113.70182   5.21150   16.609   16.067   15.886   15.795    0.003    0.005    0.009    0.004
 3-142818421 113.46876   5.05603   15.677   15.060   14.840   14.751    0.002    0.007    0.002    0.002
 3-142827408 109.84119   1.93143   16.950   15.732   14.472   13.926    0.017    0.007    0.017    0.004
 3-142965832 162.24171  49.02613   15.143   15.276   15.438   15.536    0.004    0.004    0.004    0.005
 3-142989002 113.38123   5.32513   17.487   16.248   15.595   15.272    0.003    0.004    0.002    0.002
 3-147873767 224.95976  36.40100   14.859   14.186   13.917   13.782    0.004    0.005    0.009    0.002
 3-148006827 225.81840  35.84831   16.198   14.860   14.068   13.681    0.014    0.040    0.027    0.037
 3-148006830 225.73936  35.96961   15.202   14.558   14.324   14.224    0.006    0.004    0.003    0.005
 3-148006837 225.62759  36.10358   14.923   14.393   14.180   14.101    0.004    0.005    0.002    0.006
 3-148006922 225.27295  36.30591   14.571   13.879   14.155   13.529    0.003    0.002  999.000    0.002
 3-148006931 225.12028  36.33382   16.667   15.471   14.424   13.951    0.008    0.003    0.004    0.003
 3-148006985 225.07035  36.58927   15.187   15.287   15.417   15.490    0.009    0.006    0.002    0.003
 3-148007030 224.85648  36.85427   14.922   14.393   14.166   14.090    0.002    0.011    0.003    0.011
 3-148139562 225.08865  36.75009   14.564   13.787   13.541   13.383    0.005    0.004  999.000    0.002
 3-148139618 224.98525  36.93997   15.815   14.621   13.747   13.367    0.004    0.005    0.010    0.002
 3-148257311 253.58289  10.63991   14.919   14.123   13.801   13.628    0.006    0.004    0.002    0.003
 3-148269998 227.01149  35.32928   16.754   16.514   16.479   16.493    0.005    0.007    0.005    0.007
 3-148270037 226.77695  35.53065   17.154   16.827   16.716   16.702    0.005    0.006    0.002    0.005
 3-148270084 226.54240  35.73449   18.813   17.604   16.470   15.969    0.010    0.005    0.003    0.009
 3-148387416 253.29464  11.07197   14.988   14.351   14.056   13.921    0.004    0.009    0.009    0.012
 3-148387554 253.12778  11.11366   15.876   15.423   15.242   15.165    0.005    0.002    0.004    0.003
 3-148400085 226.72940  35.92863   16.641   15.452   14.013   13.358    0.005    0.004    0.003    0.032
 3-148400091 226.79519  35.86487   18.157   16.978   16.283   15.940    0.008    0.011    0.003    0.004
 3-148400110 226.76735  35.81285   18.858   17.655   16.413   15.836    0.005    0.005    0.003    0.002
 3-148400130 226.47050  36.01934   14.687   13.929   13.833   13.532    0.002    0.005    0.135    0.004
 3-148400351 225.81825  36.74411   16.845   15.632   14.973   14.678    0.003    0.001    0.001    0.003
 3-148400400 225.54696  37.05405   14.627   14.300   14.185   14.150    0.005    0.013    0.004    0.007
 3-148517083 254.65983  10.35228   14.962   14.261   13.952   13.809    0.004    0.002    0.002    0.009
 3-148518224 253.25481  11.39287   14.776   14.904   15.075   15.160    0.003    0.002    0.003    0.003
 3-148530987 226.28659  36.59304   15.517   14.663   14.313   14.159    0.005    0.013    0.003    0.004
 3-148531002 226.43223  36.54470   17.318   16.058   15.058   14.621    0.016    0.025    0.004    0.007
 3-148531019 226.33721  36.78691   16.328   15.149   13.942   13.379    0.008    0.010    0.003    0.003
 3-148531122 225.79098  37.19544   15.381   15.448   15.583   15.648    0.005    0.005    0.002    0.003
 3-148647638 254.30247  10.96740   15.531   14.277   13.601   13.243    0.001    0.007    0.006    0.005
 3-148648146 253.64310  11.27830   15.322   15.374   15.479   15.536    0.006    0.003    0.004    0.007
 3-148648150 253.64748  11.31239   16.671   16.800   16.964   17.056    0.005    0.002    0.002    0.003
 3-148648315 253.48897  11.63670   15.135   14.564   14.296   14.168    0.003    0.001    0.002    0.007
 3-148660644 227.58756  35.80622   18.800   17.582   17.188   16.934    0.031    0.017    0.030    0.037
 3-148660775 227.12491  36.19676   18.197   16.929   16.243   15.910    0.008    0.005    0.003    0.009
 3-148661086 225.78150  37.61234   17.084   15.881   14.935   14.499    0.002    0.007    0.003    0.004
 3-148670662 143.84365  47.30083   16.707   15.543   14.811   14.485    0.008    0.004    0.002    0.003
 3-148778687 253.89306  11.45230   15.237   15.377   15.547   15.625    0.013    0.003    0.002    0.004
 3-148778842 253.66949  11.55747   15.295   15.463   15.658   15.760    0.003    0.001    0.003    0.005
 3-148778973 253.83979  11.44439   15.409   15.063   14.927   14.881    0.006    0.003    0.002    0.002
 3-148779043 253.64726  11.60359   16.176   15.629   15.386   15.291    0.005    0.003    0.003    0.003
 3-148779044 253.64181  11.68280   15.952   15.656   15.554   15.522    0.002    0.002    0.002    0.003
 3-148779349 253.49677  11.78244   16.119   15.659   15.474   15.408    0.005    0.004    0.004    0.005
 3-148791558 227.56507  36.13876   18.426   17.172   16.424   16.042    0.008    0.004    0.004    0.006
